id,path,type,cluster,label,lifecycle,parent,directory,required_sections
condition-notebook-hinge-broken,/รับซื้อโน้ตบุ๊กบานพับแตก-ขอนแก่น/,condition,notebook-condition,โน้ตบุ๊กบานพับแตก,INDEX,/รับซื้อโน้ตบุ๊ก-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-notebook-keyboard-broken,/รับซื้อโน้ตบุ๊กคีย์บอร์ดเสีย-ขอนแก่น/,condition,notebook-condition,โน้ตบุ๊กคีย์บอร์ดเสีย,INDEX,/รับซื้อโน้ตบุ๊ก-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-notebook-battery-degraded,/รับซื้อโน้ตบุ๊กแบตเสื่อม-ขอนแก่น/,condition,notebook-condition,โน้ตบุ๊กแบตเสื่อม,INDEX,/รับซื้อโน้ตบุ๊ก-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-notebook-water-damage,/รับซื้อโน้ตบุ๊กโดนน้ำ-ขอนแก่น/,condition,notebook-condition,โน้ตบุ๊กโดนน้ำ,INDEX,/รับซื้อโน้ตบุ๊ก-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-notebook-gpu-fault,/รับซื้อโน้ตบุ๊กการ์ดจอเสีย-ขอนแก่น/,condition,notebook-condition,โน้ตบุ๊กการ์ดจอเสีย,INDEX,/รับซื้อโน้ตบุ๊ก-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-macbook-screen-lines,/รับซื้อmacbook-จอเป็นเส้น-ขอนแก่น/,condition,macbook-condition,MacBook จอเป็นเส้น,INDEX,/รับซื้อ-macbook-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-macbook-keyboard-fault,/รับซื้อmacbook-คีย์บอร์ดเสีย-ขอนแก่น/,condition,macbook-condition,MacBook คีย์บอร์ดเสีย,INDEX,/รับซื้อ-macbook-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-macbook-battery-service,/รับซื้อmacbook-แบตเสื่อม-ขอนแก่น/,condition,macbook-condition,MacBook แบตเสื่อม,INDEX,/รับซื้อ-macbook-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-macbook-dented,/รับซื้อmacbook-มีรอยบุบ-ขอนแก่น/,condition,macbook-condition,MacBook มีรอยบุบ,INDEX,/รับซื้อ-macbook-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-iphone-screen-cracked,/รับซื้อiphone-จอแตก-ขอนแก่น/,condition,iphone-condition,iPhone จอแตก,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-iphone-back-glass-cracked,/รับซื้อiphone-ฝาหลังแตก-ขอนแก่น/,condition,iphone-condition,iPhone ฝาหลังแตก,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-iphone-battery-low,/รับซื้อiphone-แบตต่ำ-ขอนแก่น/,condition,iphone-condition,iPhone แบตต่ำ,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-iphone-camera-fault,/รับซื้อiphone-กล้องเสีย-ขอนแก่น/,condition,iphone-condition,iPhone กล้องเสีย,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-ipad-bent,/รับซื้อipad-เครื่องงอ-ขอนแก่น/,condition,ipad-condition,iPad เครื่องงอ,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-ipad-screen-cracked,/รับซื้อipad-จอแตก-ขอนแก่น/,condition,ipad-condition,iPad จอแตก,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-ipad-battery-degraded,/รับซื้อipad-แบตเสื่อม-ขอนแก่น/,condition,ipad-condition,iPad แบตเสื่อม,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-gpu-no-display,/รับซื้อการ์ดจอไม่แสดงภาพ-ขอนแก่น/,condition,gpu-condition,การ์ดจอไม่แสดงภาพ,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-gpu-artifact,/รับซื้อการ์ดจอภาพแตก-artifact-ขอนแก่น/,condition,gpu-condition,การ์ดจอภาพแตก Artifact,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-gpu-fan-noisy,/รับซื้อการ์ดจอพัดลมดัง-ขอนแก่น/,condition,gpu-condition,การ์ดจอพัดลมดัง,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-camera-fungus,/รับซื้อกล้องหรือเลนส์มีรา-ขอนแก่น/,condition,camera-condition,กล้องหรือเลนส์มีรา,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-camera-shutter-high,/รับซื้อกล้องชัตเตอร์สูง-ขอนแก่น/,condition,camera-condition,กล้องชัตเตอร์สูง,INDEX,/รับซื้อกล้อง-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-monitor-dead-pixel,/รับซื้อจอคอมมี-dead-pixel-ขอนแก่น/,condition,monitor-condition,จอคอมมี Dead Pixel,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-monitor-lines,/รับซื้อจอคอมมีเส้น-ขอนแก่น/,condition,monitor-condition,จอคอมมีเส้น,INDEX,/รับซื้อจอคอม-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
condition-console-no-power,/รับซื้อเครื่องเกมเปิดไม่ติด-ขอนแก่น/,condition,console-condition,เครื่องเกมเปิดไม่ติด,INDEX,/รับซื้อเครื่องเกม-ขอนแก่น/,/สภาพสินค้าที่ขายได้/,อาการและระดับความเสียหาย | ผลต่อมูลค่า | ข้อมูล/รูปที่ต้องส่ง | สิ่งที่ควรหลีกเลี่ยงก่อนตรวจ | FAQ
b2b-company-laptop-lot,/รับซื้อโน้ตบุ๊กบริษัท-ขอนแก่น/,b2b,b2b,รับซื้อโน้ตบุ๊กบริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-company-desktop-lot,/รับซื้อคอมบริษัท-ขอนแก่น/,b2b,b2b,รับซื้อคอมบริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-company-monitor-lot,/รับซื้อจอคอมบริษัท-ขอนแก่น/,b2b,b2b,รับซื้อจอคอมบริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-office-it-clearance,/เคลียร์อุปกรณ์ไอทีสำนักงาน-ขอนแก่น/,b2b,b2b,เคลียร์อุปกรณ์ไอทีสำนักงาน,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-office-relocation-it,/รับซื้ออุปกรณ์ไอทีก่อนย้ายออฟฟิศ-ขอนแก่น/,b2b,b2b,รับซื้ออุปกรณ์ไอทีก่อนย้ายออฟฟิศ,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-business-closure-it,/รับซื้อทรัพย์สินไอทีปิดกิจการ-ขอนแก่น/,b2b,b2b,รับซื้อทรัพย์สินไอทีกรณีปิดกิจการ,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-school-computer-lot,/รับซื้อคอมโรงเรียนยกล็อต-ขอนแก่น/,b2b,b2b,รับซื้อคอมโรงเรียนเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-university-device-lot,/รับซื้ออุปกรณ์ไอทีมหาวิทยาลัย-ขอนแก่น/,b2b,b2b,รับซื้ออุปกรณ์ไอทีมหาวิทยาลัย,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-gaming-cafe-pc-lot,/รับซื้อคอมร้านเกมยกล็อต-ขอนแก่น/,b2b,b2b,รับซื้อคอมร้านเกมยกล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-internet-cafe-equipment,/รับซื้ออุปกรณ์ร้านอินเทอร์เน็ต-ขอนแก่น/,b2b,b2b,รับซื้ออุปกรณ์ร้านอินเทอร์เน็ต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-hotel-office-it,/รับซื้ออุปกรณ์ไอทีโรงแรม-ขอนแก่น/,b2b,b2b,รับซื้ออุปกรณ์ไอทีโรงแรม,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-factory-office-it,/รับซื้อคอมสำนักงานโรงงาน-ขอนแก่น/,b2b,b2b,รับซื้อคอมและอุปกรณ์สำนักงานโรงงาน,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-retail-pos-lot,/รับซื้อคอม-pos-อุปกรณ์ร้านค้า-ขอนแก่น/,b2b,b2b,รับซื้อคอม POS และอุปกรณ์ร้านค้า,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-company-phone-lot,/รับซื้อมือถือบริษัท-ขอนแก่น/,b2b,b2b,รับซื้อมือถือบริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-company-iphone-lot,/รับซื้อ-iphone-บริษัท-ขอนแก่น/,b2b,b2b,รับซื้อ iPhone บริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-company-ipad-lot,/รับซื้อ-ipad-บริษัท-ขอนแก่น/,b2b,b2b,รับซื้อ iPad บริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-company-macbook-lot,/รับซื้อ-macbook-บริษัท-ขอนแก่น/,b2b,b2b,รับซื้อ MacBook บริษัทเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-it-asset-disposal,/รับซื้อทรัพย์สินไอทีเก่า-ขอนแก่น/,b2b,b2b,รับซื้อทรัพย์สินไอทีเก่า,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-obsolete-it-lot,/รับซื้ออุปกรณ์ไอทีตกรุ่นยกล็อต-ขอนแก่น/,b2b,b2b,รับซื้ออุปกรณ์ไอทีตกรุ่นเป็นล็อต,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-mixed-it-lot,/รับซื้อสินค้าไอทีหลายประเภท-ขอนแก่น/,b2b,b2b,รับซื้อสินค้าไอทีหลายประเภทพร้อมกัน,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-inventory-clearance-it,/รับซื้อสต็อกอุปกรณ์ไอทีค้าง-ขอนแก่น/,b2b,b2b,รับซื้อสต็อกอุปกรณ์ไอทีค้าง,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
b2b-corporate-quotation-buyback,/ใบเสนอราคารับซื้ออุปกรณ์ไอทีบริษัท-ขอนแก่น/,b2b,b2b,ประเมินรับซื้อพร้อมใบเสนอราคาสำหรับบริษัท,INDEX,/รับซื้อยกล็อต-บริษัท/,/รับซื้อยกล็อต-บริษัท/,กลุ่มงานที่เหมาะ | ข้อมูล Asset List | ขั้นตอนประเมินล็อต | เอกสารธุรกิจ | ข้อมูล/MDM และการส่งมอบ | FAQ องค์กร
local-ban-fang,/รับซื้อไอที-บ้านฝาง/,local,district,รับซื้อสินค้าไอที บ้านฝาง,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-phra-yuen,/รับซื้อไอที-พระยืน/,local,district,รับซื้อสินค้าไอที พระยืน,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-nong-ruea,/รับซื้อไอที-หนองเรือ/,local,district,รับซื้อสินค้าไอที หนองเรือ,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-si-chomphu,/รับซื้อไอที-สีชมพู/,local,district,รับซื้อสินค้าไอที สีชมพู,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-ubolratana,/รับซื้อไอที-อุบลรัตน์/,local,district,รับซื้อสินค้าไอที อุบลรัตน์,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-kranuan,/รับซื้อไอที-กระนวน/,local,district,รับซื้อสินค้าไอที กระนวน,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-pueai-noi,/รับซื้อไอที-เปือยน้อย/,local,district,รับซื้อสินค้าไอที เปือยน้อย,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-waeng-yai,/รับซื้อไอที-แวงใหญ่/,local,district,รับซื้อสินค้าไอที แวงใหญ่,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-waeng-noi,/รับซื้อไอที-แวงน้อย/,local,district,รับซื้อสินค้าไอที แวงน้อย,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-nong-song-hong,/รับซื้อไอที-หนองสองห้อง/,local,district,รับซื้อสินค้าไอที หนองสองห้อง,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-phu-wiang,/รับซื้อไอที-ภูเวียง/,local,district,รับซื้อสินค้าไอที ภูเวียง,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-mancha-khiri,/รับซื้อไอที-มัญจาคีรี/,local,district,รับซื้อสินค้าไอที มัญจาคีรี,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-chonnabot,/รับซื้อไอที-ชนบท/,local,district,รับซื้อสินค้าไอที ชนบท,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-khao-suan-kwang,/รับซื้อไอที-เขาสวนกวาง/,local,district,รับซื้อสินค้าไอที เขาสวนกวาง,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-phu-pha-man,/รับซื้อไอที-ภูผาม่าน/,local,district,รับซื้อสินค้าไอที ภูผาม่าน,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-sam-sung,/รับซื้อไอที-ซำสูง/,local,district,รับซื้อสินค้าไอที ซำสูง,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-khok-pho-chai,/รับซื้อไอที-โคกโพธิ์ไชย/,local,district,รับซื้อสินค้าไอที โคกโพธิ์ไชย,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
local-nong-na-kham,/รับซื้อไอที-หนองนาคำ/,local,district,รับซื้อสินค้าไอที หนองนาคำ,INDEX,/พื้นที่ให้บริการ/,/พื้นที่ให้บริการ/,ข้อมูลบริการเฉพาะอำเภอ | ระยะทางและรูปแบบจัดรอบ | จุดนัด/เส้นทางที่เหมาะ | หมวดสินค้าที่เหมาะกับรอบรับ | เช็กลิสต์ก่อนนัด | FAQ เฉพาะพื้นที่
